"","symbol","timestamp","close"
"1","BTC",2021-01-01 23:59:59,29374.15188907
"2","BTC",2021-01-02 23:59:59,32127.26793922
"3","BTC",2021-01-03 23:59:59,32782.02446581
"4","BTC",2021-01-04 23:59:59,31971.91352155
"5","BTC",2021-01-05 23:59:59,33992.42934365
"6","BTC",2021-01-06 23:59:59,36824.36441009
"7","BTC",2021-01-07 23:59:59,39371.04235311
"8","BTC",2021-01-08 23:59:59,40797.61071993
"9","BTC",2021-01-09 23:59:59,40254.54649816
"10","BTC",2021-01-10 23:59:59,38356.43950662
"11","BTC",2021-01-11 23:59:59,35566.65594049
"12","BTC",2021-01-12 23:59:59,33922.9605815
"13","BTC",2021-01-13 23:59:59,37316.35939997
"14","BTC",2021-01-14 23:59:59,39187.32812109
"15","BTC",2021-01-15 23:59:59,36825.36585131
"16","BTC",2021-01-16 23:59:59,36178.13890106
"17","BTC",2021-01-17 23:59:59,35791.27792129
"18","BTC",2021-01-18 23:59:59,36630.07568284
"19","BTC",2021-01-19 23:59:59,36069.80639361
"20","BTC",2021-01-20 23:59:59,35547.7508855
"21","BTC",2021-01-21 23:59:59,30825.69850603
"22","BTC",2021-01-22 23:59:59,33005.76356216
"23","BTC",2021-01-23 23:59:59,32067.64288212
"24","BTC",2021-01-24 23:59:59,32289.37808687
"25","BTC",2021-01-25 23:59:59,32366.39304887
"26","BTC",2021-01-26 23:59:59,32569.84955679
"27","BTC",2021-01-27 23:59:59,30432.54707881
"28","BTC",2021-01-28 23:59:59,33466.09635821
"29","BTC",2021-01-29 23:59:59,34316.38765032
"30","BTC",2021-01-30 23:59:59,34269.52154165
"31","BTC",2021-01-31 23:59:59,33114.35774753
"32","BTC",2021-02-01 23:59:59,33537.1768196
"33","BTC",2021-02-02 23:59:59,35510.28903716
"34","BTC",2021-02-03 23:59:59,37472.09010368
"35","BTC",2021-02-04 23:59:59,36926.06446515
"36","BTC",2021-02-05 23:59:59,38144.30686267
"37","BTC",2021-02-06 23:59:59,39266.01073494
"38","BTC",2021-02-07 23:59:59,38903.44147971
"39","BTC",2021-02-08 23:59:59,46196.46371944
"40","BTC",2021-02-09 23:59:59,46481.10423596
"41","BTC",2021-02-10 23:59:59,44918.18449192
"42","BTC",2021-02-11 23:59:59,47909.33119483
"43","BTC",2021-02-12 23:59:59,47504.85118326
"44","BTC",2021-02-13 23:59:59,47105.51747252
"45","BTC",2021-02-14 23:59:59,48717.2902111
"46","BTC",2021-02-15 23:59:59,47945.05683234
"47","BTC",2021-02-16 23:59:59,49199.87134362
"48","BTC",2021-02-17 23:59:59,52149.00753587
"49","BTC",2021-02-18 23:59:59,51679.79669449
"50","BTC",2021-02-19 23:59:59,55888.13368221
"51","BTC",2021-02-20 23:59:59,56099.52051348
"52","BTC",2021-02-21 23:59:59,57539.9436679
"53","BTC",2021-02-22 23:59:59,54207.31906543
"54","BTC",2021-02-23 23:59:59,48824.42686909
"55","BTC",2021-02-24 23:59:59,49705.33331637
"56","BTC",2021-02-25 23:59:59,47093.85301914
"57","BTC",2021-02-26 23:59:59,46339.76008289
"58","BTC",2021-02-27 23:59:59,46188.45127539
"59","BTC",2021-02-28 23:59:59,45137.77046805
"60","BTC",2021-03-01 23:59:59,49631.24137077
"61","BTC",2021-03-02 23:59:59,48378.98805435
"62","BTC",2021-03-03 23:59:59,50538.24341445
"63","BTC",2021-03-04 23:59:59,48561.1661539
"64","BTC",2021-03-05 23:59:59,48927.3045548
"65","BTC",2021-03-06 23:59:59,48912.38173056
"66","BTC",2021-03-07 23:59:59,51206.69295308
"67","BTC",2021-03-08 23:59:59,52246.52230995
"68","BTC",2021-03-09 23:59:59,54824.11781138
"69","BTC",2021-03-10 23:59:59,56008.54940114
"70","BTC",2021-03-11 23:59:59,57805.12301924
"71","BTC",2021-03-12 23:59:59,57332.08896391
"72","BTC",2021-03-13 23:59:59,61243.08476552
"73","BTC",2021-03-14 23:59:59,59302.31697742
"74","BTC",2021-03-15 23:59:59,55907.20022619
"75","BTC",2021-03-16 23:59:59,56804.90123161
"76","BTC",2021-03-17 23:59:59,58870.89333325
"77","BTC",2021-03-18 23:59:59,57858.92070527
"78","BTC",2021-03-19 23:59:59,58346.65297359
"79","BTC",2021-03-20 23:59:59,58313.64260857
"80","BTC",2021-03-21 23:59:59,57523.42098673
"81","BTC",2021-03-22 23:59:59,54529.14561107
"82","BTC",2021-03-23 23:59:59,54738.94493032
"83","BTC",2021-03-24 23:59:59,52774.26369049
"84","BTC",2021-03-25 23:59:59,51704.1619252
"85","BTC",2021-03-26 23:59:59,55137.31372578
"86","BTC",2021-03-27 23:59:59,55973.51084173
"87","BTC",2021-03-28 23:59:59,55950.7457745
"88","BTC",2021-03-29 23:59:59,57750.19987147
